                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 2.2834,                 2.0014,                 1.4323,                0.47982,                0.34338,                0.32245,                0.14743,                 2.2786,                 1.9689,                 1.3648,             0.00074804,             0.00074804,             0.00074804
                     36,                 2.3287,                 2.0148,                 1.4592,                0.42817,                0.35979,                0.35198,                0.15799,                 2.2465,                 2.0179,                 1.3823,             0.00073704,             0.00073704,             0.00073704
                     37,                 2.2721,                 1.9725,                 1.4339,                0.49289,                0.30302,                0.32218,                0.14296,                 2.1705,                 1.9573,                 1.3324,             0.00072604,             0.00072604,             0.00072604
                     38,                 2.3274,                 1.9223,                 1.4527,                0.50841,                0.33061,                0.33099,                0.15546,                 2.1565,                 2.0025,                 1.3303,             0.00071504,             0.00071504,             0.00071504
                     39,                 2.2347,                 1.9178,                 1.4263,                0.46545,                0.34086,                0.29295,                0.12711,                 2.2294,                 2.0181,                 1.3695,             0.00070404,             0.00070404,             0.00070404
                     40,                 2.2359,                 1.9283,                 1.4585,                0.46245,                0.34758,                0.31576,                0.15388,                 2.2025,                 2.1033,                  1.367,             0.00069304,             0.00069304,             0.00069304
                     41,                 2.3191,                 1.9118,                 1.4787,                0.57603,                0.37714,                 0.3501,                0.17613,                 2.1984,                 1.8731,                 1.3302,             0.00068204,             0.00068204,             0.00068204
                     42,                 2.2486,                 1.8801,                 1.4196,                0.38288,                0.35774,                0.32812,                0.15262,                 2.1577,                 1.9339,                  1.339,             0.00067104,             0.00067104,             0.00067104
                     43,                 2.2174,                 1.8435,                 1.3975,                0.43642,                0.34216,                0.33121,                0.14656,                 2.1939,                 1.9572,                 1.3539,             0.00066005,             0.00066005,             0.00066005
                     44,                  2.262,                 1.8907,                 1.4334,                0.53231,                0.42596,                0.37327,                0.16601,                 2.1198,                 1.8038,                 1.3223,             0.00064905,             0.00064905,             0.00064905
                     45,                 2.2184,                  1.836,                 1.3563,                 0.5655,                0.33348,                0.37411,                0.17015,                 2.1407,                 1.8579,                  1.319,             0.00063805,             0.00063805,             0.00063805
                     46,                 2.2704,                 1.9175,                 1.4442,                0.48394,                0.39306,                 0.3535,                0.15837,                 2.1712,                 1.8733,                 1.3415,             0.00062705,             0.00062705,             0.00062705
                     47,                 2.1953,                 1.8178,                 1.3906,                0.60289,                0.37938,                0.38016,                0.17225,                 2.1186,                 1.8342,                 1.3327,             0.00061605,             0.00061605,             0.00061605
                     48,                 2.1683,                 1.7915,                 1.3809,                0.46473,                0.36672,                 0.3627,                0.16228,                 2.1322,                 1.7699,                 1.3203,             0.00060505,             0.00060505,             0.00060505
                     49,                 2.1625,                 1.8101,                 1.3657,                0.49836,                0.38006,                0.37482,                0.15961,                  2.112,                  1.938,                  1.349,             0.00059405,             0.00059405,             0.00059405
                     50,                 2.1892,                 1.7876,                 1.3836,                0.43028,                0.33864,                0.35204,                0.15149,                 2.2392,                 2.1225,                 1.3621,             0.00058305,             0.00058305,             0.00058305
                     51,                 2.1322,                 1.7633,                 1.3589,                0.31738,                0.40211,                0.32947,                0.15105,                 2.1418,                 1.9834,                 1.3285,             0.00057205,             0.00057205,             0.00057205
                     52,                 2.1757,                 1.7991,                  1.397,                 0.5185,                0.39477,                0.39016,                0.16488,                 2.0602,                 1.7131,                  1.311,             0.00056105,             0.00056105,             0.00056105
                     53,                  2.133,                 1.7699,                 1.3824,                0.37194,                0.42925,                0.35381,                0.14961,                  2.075,                 1.7356,                 1.2924,             0.00055006,             0.00055006,             0.00055006
                     54,                  2.134,                 1.7613,                  1.371,                0.42216,                0.38533,                0.35474,                0.15766,                 2.0867,                 1.7852,                 1.3004,             0.00053906,             0.00053906,             0.00053906
                     55,                 2.1688,                 1.7872,                 1.3798,                0.62069,                0.41224,                0.38026,                0.16691,                 2.0762,                 1.7424,                 1.2978,             0.00052806,             0.00052806,             0.00052806
                     56,                  2.166,                 1.7255,                 1.3719,                0.45943,                0.38976,                0.34673,                0.16291,                 2.1191,                 1.7002,                 1.3015,             0.00051706,             0.00051706,             0.00051706
                     57,                 2.1562,                 1.8308,                 1.3814,                0.57788,                0.33269,                0.35587,                0.15834,                  2.083,                 1.7692,                 1.3038,             0.00050606,             0.00050606,             0.00050606
                     58,                 2.1308,                 1.7761,                 1.3604,                0.53452,                0.38976,                 0.3818,                0.16216,                 2.1099,                 1.7757,                 1.3028,             0.00049506,             0.00049506,             0.00049506
                     59,                 2.1001,                 1.7489,                 1.3517,                0.67745,                0.37033,                0.38728,                0.17268,                 2.1408,                 1.7858,                 1.3319,             0.00048406,             0.00048406,             0.00048406
                     60,                 2.0909,                 1.7119,                 1.3615,                0.48969,                0.41016,                0.37297,                0.16566,                 2.0471,                 1.8058,                 1.2915,             0.00047306,             0.00047306,             0.00047306
                     61,                 2.1168,                 1.7247,                 1.3618,                0.47906,                0.44125,                0.41318,                0.17901,                 2.0743,                  1.661,                 1.3022,             0.00046206,             0.00046206,             0.00046206
                     62,                 2.0956,                 1.7305,                 1.3501,                0.55503,                0.34329,                0.39078,                0.18298,                  2.044,                 1.6657,                 1.2871,             0.00045107,             0.00045107,             0.00045107
                     63,                 2.1312,                 1.6808,                 1.3628,                0.45548,                0.38045,                0.38364,                0.16683,                 2.0697,                 1.6941,                 1.2821,             0.00044007,             0.00044007,             0.00044007
                     64,                  2.135,                 1.7126,                  1.335,                 0.4594,                0.37401,                0.37094,                0.15733,                 2.0904,                  1.786,                 1.2947,             0.00042907,             0.00042907,             0.00042907
                     65,                 2.0778,                 1.6661,                 1.3085,                0.41939,                0.35144,                0.36218,                0.16185,                 2.0493,                  1.804,                 1.2775,             0.00041807,             0.00041807,             0.00041807
                     66,                 2.0764,                 1.6857,                 1.3314,                0.41775,                0.36362,                 0.3672,                0.16353,                 2.0404,                 1.7658,                 1.2742,             0.00040707,             0.00040707,             0.00040707
                     67,                 2.0427,                 1.6571,                 1.3367,                0.52872,                0.38309,                0.38649,                0.16506,                 1.9996,                 1.7306,                 1.2862,             0.00039607,             0.00039607,             0.00039607
                     68,                 2.0477,                 1.6581,                  1.346,                0.40728,                0.37897,                 0.3622,                0.16159,                 2.0061,                 1.6499,                 1.2894,             0.00038507,             0.00038507,             0.00038507
                     69,                 2.0464,                   1.65,                 1.3301,                0.41446,                0.41089,                0.37793,                0.17657,                 1.9586,                 1.6976,                 1.2716,             0.00037407,             0.00037407,             0.00037407
                     70,                 2.0605,                 1.6421,                 1.3376,                0.53223,                0.36036,                0.37811,                0.17584,                 2.0065,                 1.6514,                 1.2761,             0.00036307,             0.00036307,             0.00036307
                     71,                 2.0343,                 1.5963,                 1.3121,                0.58408,                0.42338,                0.41654,                 0.1871,                 2.0202,                 1.6168,                 1.2796,             0.00035208,             0.00035208,             0.00035208
                     72,                  2.052,                  1.627,                 1.3243,                0.59127,                0.42086,                0.42736,                0.18929,                 2.0472,                 1.6284,                 1.3003,             0.00034108,             0.00034108,             0.00034108
                     73,                 2.0692,                 1.6371,                 1.3226,                0.46973,                0.37725,                0.36746,                0.16527,                  2.092,                 1.8944,                  1.302,             0.00033008,             0.00033008,             0.00033008
                     74,                  2.006,                 1.6206,                 1.3077,                0.59836,                0.34311,                0.40748,                0.18138,                 2.0242,                 1.6728,                 1.2791,             0.00031908,             0.00031908,             0.00031908
                     75,                 2.0571,                   1.63,                 1.3114,                0.52195,                0.34464,                0.39155,                0.16857,                 2.0289,                 1.7529,                 1.2909,             0.00030808,             0.00030808,             0.00030808
                     76,                 2.0435,                 1.6487,                 1.3082,                0.52318,                0.37602,                0.38629,                0.17734,                 2.0224,                 1.7292,                 1.2867,             0.00029708,             0.00029708,             0.00029708
                     77,                 2.0192,                 1.6362,                  1.323,                0.57665,                0.37923,                0.39689,                0.17523,                 2.0019,                 1.6882,                 1.2718,             0.00028608,             0.00028608,             0.00028608
                     78,                 2.0751,                 1.6434,                 1.3311,                 0.5566,                 0.3628,                0.40447,                0.19052,                  1.991,                 1.5976,                 1.2716,             0.00027508,             0.00027508,             0.00027508
                     79,                 2.0715,                 1.6365,                 1.3269,                0.51446,                0.33661,                0.39018,                0.17488,                 2.0404,                 1.7218,                 1.2897,             0.00026408,             0.00026408,             0.00026408
                     80,                 2.0303,                 1.6117,                 1.3146,                0.57622,                 0.3812,                0.41064,                0.19214,                 2.0183,                 1.6497,                 1.2803,             0.00025309,             0.00025309,             0.00025309
                     81,                 2.0324,                 1.5845,                 1.3144,                0.60347,                0.35358,                0.38389,                 0.1805,                 2.0302,                 1.7062,                 1.2892,             0.00024209,             0.00024209,             0.00024209
                     82,                 1.9934,                 1.5468,                 1.3083,                0.59139,                0.33287,                0.40257,                0.18892,                 1.9647,                 1.5785,                 1.2595,             0.00023109,             0.00023109,             0.00023109
                     83,                 1.9846,                 1.5786,                 1.2915,                0.53829,                 0.3665,                0.40515,                0.18737,                 1.9674,                 1.6134,                 1.2625,             0.00022009,             0.00022009,             0.00022009
                     84,                 1.9899,                 1.5757,                 1.2908,                0.53588,                0.35711,                0.37465,                0.17585,                 2.0293,                 1.6796,                 1.2929,             0.00020909,             0.00020909,             0.00020909
                     85,                 2.0229,                 1.5456,                 1.3026,                0.47936,                0.37453,                0.35598,                0.17236,                 2.0008,                 1.7815,                 1.2797,             0.00019809,             0.00019809,             0.00019809
                     86,                 1.9849,                 1.5412,                 1.3408,                0.49581,                0.36614,                0.36074,                0.17764,                 1.9946,                 1.6667,                  1.276,             0.00018709,             0.00018709,             0.00018709
                     87,                 1.9473,                 1.5132,                 1.2925,                0.55793,                0.40222,                 0.3914,                0.18117,                 1.9632,                 1.6786,                 1.2667,             0.00017609,             0.00017609,             0.00017609
                     88,                 1.9573,                 1.5413,                 1.3236,                0.55023,                0.38935,                0.39388,                0.18632,                   1.98,                  1.674,                 1.2749,             0.00016509,             0.00016509,             0.00016509
                     89,                 1.9758,                 1.5397,                 1.2922,                0.48638,                0.38763,                0.37876,                0.17576,                 2.0133,                 1.6303,                 1.2825,              0.0001541,              0.0001541,              0.0001541
                     90,                 1.9651,                 1.5335,                 1.2969,                0.54694,                0.39292,                0.40075,                0.18786,                 1.9514,                  1.611,                 1.2653,              0.0001431,              0.0001431,              0.0001431
                     91,                 1.9246,                 1.5209,                 1.3091,                0.50341,                0.39225,                0.39554,                0.18748,                 2.0106,                 1.5796,                 1.2809,              0.0001321,              0.0001321,              0.0001321
                     92,                 1.8961,                  1.496,                 1.2993,                0.53602,                0.38059,                0.40109,                0.18897,                 1.9913,                 1.5624,                 1.2747,              0.0001211,              0.0001211,              0.0001211
                     93,                 1.8951,                 1.5037,                  1.327,                0.53944,                0.34098,                0.38609,                0.18173,                 2.0162,                 1.6441,                 1.2899,              0.0001101,              0.0001101,              0.0001101
                     94,                  1.886,                 1.4553,                 1.2964,                0.50773,                0.38565,                0.40094,                0.18669,                 1.9857,                 1.6447,                 1.2832,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     95,                 1.8814,                 1.4836,                 1.3065,                0.52017,                0.34637,                0.38198,                0.17964,                 2.0456,                  1.631,                 1.3002,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     96,                 1.8848,                 1.4447,                 1.2835,                0.50326,                0.38293,                0.39844,                0.19039,                 2.0394,                 1.6445,                 1.2993,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     97,                 1.8524,                 1.4204,                 1.2738,                0.49756,                0.36749,                0.38669,                0.18883,                 2.0173,                 1.6394,                 1.2993,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     98,                 1.8923,                 1.4432,                 1.2867,                0.47053,                0.37195,                0.37595,                0.18164,                   2.01,                 1.6303,                 1.2901,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     99,                 1.8779,                 1.4628,                 1.3021,                0.47799,                0.36144,                0.38935,                0.18717,                 2.0029,                 1.6239,                 1.2864,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    100,                 1.8671,                  1.462,                 1.2802,                0.47934,                0.38849,                0.38905,                0.18277,                 2.0149,                 1.6402,                 1.2863,             3.3108e-05,             3.3108e-05,             3.3108e-05
