                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                  1.987,                 1.9783,                 1.6141,                0.41975,                0.43842,                0.37859,                0.20124,                 1.8944,                 2.5634,                 1.6665,             0.00038507,             0.00038507,             0.00038507
                     36,                 2.0065,                  2.018,                 1.6247,                0.43755,                0.40251,                0.37732,                0.20387,                 1.8666,                 2.4636,                 1.6458,             0.00036307,             0.00036307,             0.00036307
                     37,                 1.9889,                 1.9419,                 1.6146,                 0.3933,                0.43655,                0.38385,                0.20161,                 1.9003,                 2.3421,                 1.6602,             0.00034108,             0.00034108,             0.00034108
                     38,                 1.9762,                 1.8381,                 1.5808,                0.38707,                 0.4741,                0.39313,                0.20267,                 1.9002,                 2.3357,                 1.6555,             0.00031908,             0.00031908,             0.00031908
                     39,                 1.9343,                 1.8902,                 1.5866,                0.43036,                0.50413,                0.41238,                0.20167,                 1.8743,                 2.3447,                 1.6475,             0.00029708,             0.00029708,             0.00029708
                     40,                 1.9298,                 1.8806,                  1.595,                0.49437,                0.41027,                0.41765,                0.22532,                  1.903,                 2.3282,                 1.6488,             0.00027508,             0.00027508,             0.00027508
                     41,                  1.945,                  1.921,                 1.5942,                0.38708,                0.42763,                0.41959,                0.22422,                 1.9399,                 2.3903,                  1.654,             0.00025309,             0.00025309,             0.00025309
                     42,                 1.8935,                 1.8861,                 1.5712,                0.43905,                0.57104,                0.41726,                0.21856,                 1.9395,                 2.3091,                 1.6476,             0.00023109,             0.00023109,             0.00023109
                     43,                 1.8776,                 1.8426,                 1.5777,                 0.3386,                0.60877,                0.39024,                0.19648,                 1.8838,                 2.3164,                 1.6132,             0.00020909,             0.00020909,             0.00020909
                     44,                  1.888,                  1.845,                 1.5576,                 0.4764,                0.45037,                0.39599,                0.21605,                  1.896,                 2.2504,                 1.6202,             0.00018709,             0.00018709,             0.00018709
                     45,                  1.872,                 1.8039,                 1.5689,                0.43767,                0.44211,                0.43504,                0.23724,                 1.9189,                 2.2543,                 1.6432,             0.00016509,             0.00016509,             0.00016509
                     46,                 1.8588,                 1.7798,                 1.5704,                0.42327,                0.52877,                0.41728,                 0.2254,                 1.8978,                 2.2416,                 1.6446,              0.0001431,              0.0001431,              0.0001431
                     47,                 1.8466,                 1.7954,                 1.5505,                0.41742,                0.50215,                0.41266,                0.23969,                 1.8755,                 2.1852,                 1.6188,              0.0001211,              0.0001211,              0.0001211
                     48,                 1.8356,                  1.759,                 1.5393,                0.43453,                0.49866,                0.42215,                0.23485,                 1.9062,                  2.172,                 1.6318,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     49,                 1.8516,                 1.7658,                 1.5522,                  0.466,                0.47294,                0.42454,                0.24102,                 1.8941,                 2.2079,                  1.631,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     50,                 1.8235,                 1.7249,                  1.528,                0.48316,                0.45544,                0.41574,                0.24503,                 1.9226,                 2.1948,                 1.6353,             5.5106e-05,             5.5106e-05,             5.5106e-05
