                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                 2.1853,                 1.8299,                 1.3193,                0.37501,                0.40014,                0.33328,                0.13233,                 2.1668,                 1.7904,                  1.315,             0.00063805,             0.00063805,             0.00063805
                     46,                 2.2187,                 1.8552,                 1.3953,                0.48454,                0.30545,                0.33532,                0.13638,                 2.0983,                 1.9394,                 1.3062,             0.00062705,             0.00062705,             0.00062705
                     47,                 2.1424,                 1.7727,                 1.3506,                 0.4658,                0.34894,                0.35492,                0.14947,                 2.1128,                 1.8153,                 1.3148,             0.00061605,             0.00061605,             0.00061605
                     48,                 2.0993,                 1.7601,                  1.338,                0.33803,                0.41836,                0.35686,                0.14884,                  2.052,                 1.7734,                 1.2848,             0.00060505,             0.00060505,             0.00060505
                     49,                 2.1221,                 1.7811,                 1.3371,                 0.3597,                 0.3605,                0.34975,                0.14673,                 2.1051,                  1.783,                 1.3055,             0.00059405,             0.00059405,             0.00059405
                     50,                  2.126,                 1.7619,                 1.3403,                0.50784,                0.38569,                0.39346,                 0.1717,                  2.038,                  1.773,                 1.2946,             0.00058305,             0.00058305,             0.00058305
                     51,                 2.1042,                 1.7205,                 1.3356,                0.52745,                 0.2868,                0.35012,                0.14711,                 2.0716,                 1.7317,                 1.2809,             0.00057205,             0.00057205,             0.00057205
                     52,                  2.145,                 1.7605,                 1.3566,                0.64847,                0.31367,                0.31842,                 0.1313,                 2.0685,                 1.7334,                 1.2922,             0.00056105,             0.00056105,             0.00056105
                     53,                 2.0919,                 1.7469,                 1.3452,                0.45554,                0.37016,                0.33401,                0.14203,                 2.0568,                  1.746,                 1.2805,             0.00055006,             0.00055006,             0.00055006
                     54,                 2.0641,                  1.694,                 1.3166,                0.52062,                0.33033,                0.35447,                0.14731,                 2.0709,                 1.7569,                 1.2792,             0.00053906,             0.00053906,             0.00053906
                     55,                 2.1057,                 1.7722,                 1.3378,                0.42477,                0.36005,                0.34211,                0.15152,                 2.0594,                 1.7004,                 1.2923,             0.00052806,             0.00052806,             0.00052806
                     56,                 2.0959,                 1.7198,                 1.3207,                0.37488,                0.39342,                0.35427,                0.15007,                 1.9718,                  1.646,                 1.2567,             0.00051706,             0.00051706,             0.00051706
