                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     49,                 1.9745,                 1.8938,                 1.6428,                0.30496,                0.42425,                0.32912,                0.15943,                 1.8581,                 1.7721,                 1.5545,             0.00059405,             0.00059405,             0.00059405
                     50,                 1.9645,                 1.9055,                 1.6579,                 0.3467,                0.43389,                0.32363,                0.16223,                 1.8624,                 1.8379,                 1.5823,             0.00058305,             0.00058305,             0.00058305
                     51,                  1.938,                 1.8672,                 1.6376,                0.65609,                0.34403,                0.35174,                0.16508,                 1.9118,                 1.7663,                 1.6017,             0.00057205,             0.00057205,             0.00057205
                     52,                 1.9963,                 1.9094,                  1.684,                0.30503,                0.35206,                0.35272,                0.16689,                 1.8398,                 1.7065,                 1.5101,             0.00056105,             0.00056105,             0.00056105
                     53,                 1.9835,                 1.9689,                 1.6547,                 0.2326,                0.39071,                0.34742,                0.16389,                 1.8845,                 1.7195,                 1.5474,             0.00055006,             0.00055006,             0.00055006
                     54,                  1.949,                 1.8677,                 1.6383,                0.30807,                0.36961,                0.34286,                0.16208,                 1.9185,                 1.8226,                 1.5753,             0.00053906,             0.00053906,             0.00053906
                     55,                 1.9363,                 1.8981,                 1.6462,                0.36715,                0.40797,                0.36522,                0.18086,                 1.8505,                 1.7484,                 1.5655,             0.00052806,             0.00052806,             0.00052806
                     56,                 1.9581,                 1.8443,                 1.6535,                0.40169,                0.40364,                0.36696,                 0.1812,                 1.8319,                 1.8382,                 1.5139,             0.00051706,             0.00051706,             0.00051706
                     57,                 1.9316,                  1.895,                 1.6301,                0.43518,                0.40249,                0.37693,                0.17786,                  1.861,                 1.7747,                 1.5556,             0.00050606,             0.00050606,             0.00050606
                     58,                 1.9376,                 1.8658,                 1.6159,                0.41592,                0.42539,                0.42107,                0.20037,                 1.8906,                 1.7356,                 1.5891,             0.00049506,             0.00049506,             0.00049506
                     59,                 1.9005,                 1.8207,                 1.5959,                0.37144,                 0.4628,                0.40967,                0.19296,                 1.8622,                  1.724,                 1.5595,             0.00048406,             0.00048406,             0.00048406
                     60,                 1.9255,                  1.826,                  1.642,                0.38633,                0.39942,                 0.3915,                0.19437,                 1.8179,                 1.7438,                 1.5085,             0.00047306,             0.00047306,             0.00047306
                     61,                 1.9195,                 1.8073,                 1.6201,                  0.447,                0.38747,                0.41188,                0.21379,                 1.8388,                 1.6675,                 1.5299,             0.00046206,             0.00046206,             0.00046206
                     62,                 1.8872,                    1.8,                 1.6061,                0.57219,                0.38304,                0.44298,                0.22385,                 1.8282,                 1.6681,                 1.5221,             0.00045107,             0.00045107,             0.00045107
                     63,                 1.9043,                 1.8012,                 1.6194,                0.41555,                0.40581,                0.38786,                0.19714,                  1.803,                 1.6838,                 1.5227,             0.00044007,             0.00044007,             0.00044007
                     64,                 1.9169,                 1.7657,                 1.5701,                0.52263,                0.34714,                 0.4021,                0.19953,                 1.8262,                 1.6731,                 1.5143,             0.00042907,             0.00042907,             0.00042907
                     65,                 1.8692,                 1.7647,                   1.58,                0.34928,                 0.4883,                0.42197,                 0.2056,                 1.8603,                 1.6691,                 1.5429,             0.00041807,             0.00041807,             0.00041807
                     66,                  1.876,                 1.7618,                 1.5824,                0.43005,                0.47216,                0.41477,                 0.1943,                 1.7937,                 1.6206,                 1.4987,             0.00040707,             0.00040707,             0.00040707
                     67,                 1.8584,                 1.7063,                 1.5958,                0.35284,                0.52814,                0.41039,                0.17938,                 1.8681,                 1.7146,                 1.5487,             0.00039607,             0.00039607,             0.00039607
                     68,                 1.8682,                 1.7357,                 1.5941,                0.41432,                0.38314,                 0.3968,                 0.1914,                 1.8062,                 1.6797,                 1.5115,             0.00038507,             0.00038507,             0.00038507
